"especie_ave","zona_ecologica","tamano_promedio_cm","color_dominante","actividad_predominante","numero_vocalizaciones","franja_horaria_activa","tipo_alimentacion","duracion_canto_seg","numero_avistamientos" 
"pinzón costero","bosque seco",12.1,"blanco","canto",23,"mediodía","semillas",12,7
"mosquero tropical","bosque seco",11.9,"gris","vuelo",7,"mañana","néctar",4.9,6
"reinita amarilla","manglar",9.6,"gris","canto",10,"mediodía","frutas",11,14
"pinzón costero","bosque seco",13.2,"verde","canto",18,"tarde","insectos",19.3,4
"tordo renegrido","bosque seco",10.5,"blanco","canto",20,"tarde","frutas",11.1,5
"colibrí esmeralda","agrícola",11.6,"negro","alimentación",5,"tarde","néctar",5,10
"mosquero tropical","bosque seco",15,"marrón","vuelo",5,"mediodía","insectos",6.2,2
"reinita amarilla","manglar",12.8,"negro","vuelo",3,"tarde","néctar",5,10
"tordo renegrido","bosque seco",11.9,"verde","vuelo",5,"mañana","néctar",9.9,10
"reinita amarilla","manglar",10.3,"gris","reposo",7,"tarde","néctar",3.6,8
"pinzón costero","manglar",10.8,"blanco","canto",22,"mañana","insectos",10.4,10
"tordo renegrido","manglar",10.8,"verde","alimentación",3,"mediodía","insectos",5,9
"mosquero tropical","manglar",15.4,"negro","canto",13,"tarde","frutas",9.6,8
"mosquero tropical","bosque seco",11.7,"blanco","alimentación",4,"mañana","insectos",4.1,6
"pinzón costero","manglar",11,"verde","canto",14,"tarde","insectos",9.7,4
"pinzón costero","bosque seco",11.6,"blanco","reposo",6,"mañana","néctar",2.2,3
"pinzón costero","urbana",12.5,"amarillo","reposo",3,"tarde","frutas",2.9,11
"colibrí esmeralda","manglar",9.6,"verde","canto",22,"tarde","frutas",13.3,3
"pinzón costero","manglar",15.5,"verde","reposo",5,"mañana","néctar",4.9,4
"mosquero tropical","urbana",9.5,"gris","vuelo",6,"mediodía","frutas",1,12
"pinzón costero","agrícola",7.6,"marrón","canto",20,"tarde","néctar",12.3,4
"colibrí esmeralda","urbana",14.3,"marrón","canto",19,"tarde","frutas",14.2,9
"mosquero tropical","manglar",11.4,"gris","alimentación",2,"mediodía","néctar",2.4,11
"reinita amarilla","bosque seco",12.2,"amarillo","canto",25,"tarde","insectos",11.1,10
"tordo renegrido","urbana",13.6,"verde","reposo",3,"mediodía","néctar",2,13
"mosquero tropical","urbana",11.7,"blanco","reposo",8,"tarde","néctar",1,11
"colibrí esmeralda","bosque seco",9.7,"verde","reposo",3,"mediodía","insectos",1,6
"tordo renegrido","manglar",14.2,"verde","canto",17,"mediodía","frutas",11,6
"tordo renegrido","urbana",11.2,"verde","vuelo",3,"tarde","néctar",1,5
"tordo renegrido","manglar",13.8,"marrón","vuelo",4,"mediodía","insectos",4.2,7
"colibrí esmeralda","manglar",12,"amarillo","canto",19,"mañana","semillas",9.9,5
"tordo renegrido","bosque seco",10.9,"gris","alimentación",4,"mañana","néctar",3.9,4
"colibrí esmeralda","bosque seco",12,"negro","alimentación",6,"tarde","frutas",2.9,7
"tordo renegrido","manglar",10.1,"amarillo","reposo",3,"mediodía","frutas",1.6,5
"colibrí esmeralda","agrícola",12.6,"amarillo","alimentación",4,"mediodía","néctar",9,2
"pinzón costero","bosque seco",13.3,"marrón","canto",13,"mañana","frutas",6.2,5
"mosquero tropical","manglar",15.1,"gris","canto",20,"tarde","frutas",14.4,3
"colibrí esmeralda","bosque seco",14.6,"verde","vuelo",5,"tarde","frutas",5.2,9
"reinita amarilla","agrícola",11.3,"verde","vuelo",5,"tarde","néctar",5.6,5
"tordo renegrido","urbana",10.4,"verde","canto",12,"mediodía","semillas",12.2,6
"tordo renegrido","manglar",12.3,"gris","alimentación",4,"mediodía","insectos",5,10
"tordo renegrido","manglar",12.1,"gris","vuelo",5,"tarde","insectos",7.1,3
"mosquero tropical","agrícola",13.2,"gris","alimentación",5,"mediodía","frutas",7.2,4
"mosquero tropical","agrícola",13.2,"blanco","reposo",2,"mañana","insectos",7.4,3
"mosquero tropical","urbana",12.7,"marrón","alimentación",7,"mediodía","semillas",3.8,12
"tordo renegrido","bosque seco",10.7,"marrón","vuelo",4,"mañana","frutas",3.7,5
"reinita amarilla","bosque seco",11.6,"verde","canto",11,"tarde","semillas",6.7,8
"colibrí esmeralda","urbana",9.5,"blanco","vuelo",7,"mañana","semillas",5.9,11
"mosquero tropical","manglar",10.8,"marrón","canto",15,"mediodía","semillas",13.4,8
"pinzón costero","urbana",10.9,"marrón","vuelo",6,"mediodía","semillas",5.4,8
"pinzón costero","bosque seco",16.6,"blanco","reposo",6,"mediodía","frutas",1,4
"tordo renegrido","agrícola",10.4,"gris","vuelo",8,"mediodía","frutas",10.5,6
"tordo renegrido","bosque seco",14.2,"amarillo","canto",14,"mediodía","néctar",17,7
"tordo renegrido","bosque seco",17.2,"verde","alimentación",8,"tarde","semillas",1,6
"pinzón costero","bosque seco",11,"amarillo","alimentación",4,"tarde","néctar",2.7,5
"reinita amarilla","urbana",12.9,"marrón","vuelo",3,"mañana","semillas",7.8,12
"colibrí esmeralda","bosque seco",12.8,"gris","reposo",3,"tarde","semillas",3.6,8
"colibrí esmeralda","agrícola",10.8,"amarillo","alimentación",3,"tarde","néctar",5,7
"colibrí esmeralda","urbana",9.7,"amarillo","vuelo",5,"tarde","néctar",7.9,12
"reinita amarilla","bosque seco",13.2,"blanco","canto",20,"mediodía","semillas",10.1,7
"colibrí esmeralda","manglar",12.3,"negro","alimentación",6,"mediodía","néctar",2.6,6
"mosquero tropical","manglar",10.3,"negro","vuelo",10,"tarde","néctar",7.7,4
"pinzón costero","manglar",12.5,"negro","alimentación",3,"mediodía","néctar",6.9,5
"tordo renegrido","manglar",13.8,"negro","alimentación",3,"mañana","insectos",1,3
"tordo renegrido","agrícola",11.5,"amarillo","vuelo",5,"mañana","néctar",4.1,8
"pinzón costero","agrícola",14.6,"gris","reposo",2,"mediodía","néctar",1,3
"tordo renegrido","bosque seco",14.2,"amarillo","canto",13,"mañana","néctar",9.7,7
"colibrí esmeralda","manglar",11.9,"gris","reposo",10,"tarde","néctar",1,4
"tordo renegrido","manglar",15.4,"negro","reposo",8,"mediodía","semillas",3.4,4
"mosquero tropical","urbana",13.6,"marrón","vuelo",40,"mediodía","néctar",8.7,6
"tordo renegrido","bosque seco",10.5,"marrón","alimentación",4,"mediodía","semillas",8,6
"colibrí esmeralda","manglar",12.6,"negro","vuelo",7,"mañana","frutas",3,1
"mosquero tropical","manglar",8.4,"amarillo","alimentación",10,"mañana","frutas",4.4,4
"pinzón costero","bosque seco",14.3,"gris","vuelo",11,"mañana","néctar",1,4
"pinzón costero","manglar",12.7,"blanco","vuelo",4,"mañana","frutas",1.1,7
"reinita amarilla","bosque seco",11.9,"blanco","reposo",6,"mañana","frutas",3.6,5
"mosquero tropical","bosque seco",14.3,"amarillo","canto",20,"mañana","néctar",13.4,4
"tordo renegrido","manglar",12.9,"verde","reposo",5,"mañana","semillas",4.8,12
"mosquero tropical","manglar",14.4,"marrón","reposo",4,"mañana","insectos",5.5,7
"mosquero tropical","manglar",15.3,"marrón","canto",13,"mañana","néctar",16.6,2
"tordo renegrido","urbana",9.1,"verde","reposo",6,"mañana","frutas",4.2,2
"tordo renegrido","urbana",12.4,"marrón","alimentación",4,"mediodía","semillas",2.9,12
"tordo renegrido","urbana",11,"verde","canto",12,"mediodía","néctar",10.9,15
"colibrí esmeralda","manglar",11.1,"gris","canto",13,"tarde","semillas",8.7,6
"reinita amarilla","urbana",13,"amarillo","reposo",6,"mediodía","frutas",2.4,7
"reinita amarilla","urbana",15,"amarillo","reposo",5,"mediodía","semillas",3.8,14
"reinita amarilla","urbana",11.8,"blanco","vuelo",2,"mañana","semillas",8.1,11
"tordo renegrido","bosque seco",13,"verde","vuelo",7,"mañana","semillas",1.9,10
"tordo renegrido","manglar",14.2,"verde","canto",15,"tarde","frutas",15.7,5
"colibrí esmeralda","manglar",9.9,"gris","alimentación",6,"mediodía","frutas",6.8,2
"colibrí esmeralda","bosque seco",14.1,"gris","canto",20,"tarde","semillas",10.9,6
"reinita amarilla","urbana",12.8,"amarillo","reposo",5,"mediodía","frutas",1,11
"pinzón costero","bosque seco",10.7,"gris","alimentación",7,"mañana","insectos",6.7,7
"pinzón costero","urbana",11,"verde","canto",15,"tarde","frutas",12.4,14
"mosquero tropical","bosque seco",10.4,"verde","canto",21,"mediodía","néctar",11.5,4
"mosquero tropical","manglar",9.5,"amarillo","alimentación",5,"tarde","insectos",3.6,9
"reinita amarilla","bosque seco",12.4,"marrón","canto",9,"tarde","néctar",11,4
"colibrí esmeralda","manglar",14.7,"amarillo","reposo",4,"mañana","néctar",4.1,4
"tordo renegrido","bosque seco",12.7,"negro","canto",56,"tarde","néctar",28.9,7
"mosquero tropical","manglar",16.1,"marrón","canto",22,"mañana","insectos",5.2,4
"mosquero tropical","agrícola",15.6,"verde","vuelo",9,"mediodía","néctar",2.9,3
"tordo renegrido","manglar",11.1,"blanco","reposo",6,"mediodía","semillas",3.2,9
"mosquero tropical","bosque seco",13,"blanco","reposo",5,"mañana","insectos",1,9
"mosquero tropical","urbana",10.6,"amarillo","vuelo",6,"mediodía","néctar",7.4,9
"tordo renegrido","agrícola",13.3,"amarillo","reposo",7,"mañana","frutas",1.2,6
"tordo renegrido","urbana",11.3,"blanco","alimentación",7,"mediodía","insectos",9.2,5
"tordo renegrido","agrícola",15,"blanco","vuelo",14,"mañana","semillas",8.3,3
"pinzón costero","manglar",8.5,"verde","alimentación",1,"mediodía","frutas",1,8
"pinzón costero","urbana",10.1,"marrón","vuelo",7,"mañana","néctar",6,11
"colibrí esmeralda","urbana",11.3,"amarillo","canto",15,"mañana","frutas",6,7
"pinzón costero","bosque seco",11.6,"blanco","reposo",6,"mañana","semillas",3.5,7
"colibrí esmeralda","manglar",13.7,"negro","vuelo",2,"tarde","semillas",5.4,7
"tordo renegrido","agrícola",13.7,"amarillo","vuelo",9,"tarde","insectos",4.7,5
"colibrí esmeralda","urbana",11.7,"blanco","vuelo",0,"tarde","frutas",2.4,14
"reinita amarilla","agrícola",12.2,"negro","canto",20,"mediodía","insectos",11.5,11
"colibrí esmeralda","manglar",8.2,"gris","alimentación",4,"tarde","néctar",10.9,5
"pinzón costero","agrícola",13.9,"negro","canto",10,"mediodía","néctar",13.2,8
"colibrí esmeralda","agrícola",11.9,"amarillo","reposo",7,"tarde","insectos",2.9,3
"colibrí esmeralda","urbana",11.2,"marrón","reposo",1,"tarde","néctar",3.1,14
"mosquero tropical","urbana",12.6,"negro","alimentación",8,"mañana","insectos",3.7,11
"colibrí esmeralda","bosque seco",11.7,"blanco","vuelo",3,"tarde","insectos",8.2,4
"colibrí esmeralda","urbana",13.2,"verde","reposo",8,"mañana","semillas",6.1,5
"colibrí esmeralda","agrícola",10.5,"negro","vuelo",7,"tarde","frutas",8.2,5
"mosquero tropical","urbana",11.4,"marrón","reposo",5,"mediodía","frutas",1,8
"pinzón costero","agrícola",10.4,"marrón","vuelo",6,"mañana","semillas",6.2,7
"colibrí esmeralda","manglar",14.5,"marrón","vuelo",7,"tarde","insectos",8.5,5
"reinita amarilla","urbana",7.9,"negro","reposo",6,"tarde","insectos",11.9,10
"pinzón costero","agrícola",9.9,"blanco","reposo",4,"tarde","insectos",1,6
"colibrí esmeralda","agrícola",7.4,"negro","reposo",4,"mediodía","insectos",8.3,11
"tordo renegrido","bosque seco",13,"negro","vuelo",5,"mañana","frutas",2.7,7
"mosquero tropical","bosque seco",12.5,"negro","vuelo",8,"tarde","insectos",3.5,4
"reinita amarilla","manglar",11.8,"negro","alimentación",6,"mañana","néctar",1,6
"colibrí esmeralda","urbana",11.9,"negro","canto",22,"tarde","semillas",13.3,8
"pinzón costero","urbana",12.6,"verde","alimentación",4,"tarde","frutas",4.6,10
"pinzón costero","agrícola",11.4,"blanco","canto",14,"mediodía","insectos",12.9,1
"tordo renegrido","manglar",11.6,"gris","alimentación",7,"tarde","frutas",4.2,7
"colibrí esmeralda","manglar",8.4,"marrón","alimentación",4,"mediodía","frutas",10.2,6
"pinzón costero","urbana",6.9,"blanco","reposo",7,"mediodía","néctar",4.1,9
"pinzón costero","urbana",12.3,"verde","vuelo",6,"mañana","frutas",8.5,15
"reinita amarilla","urbana",11.4,"gris","canto",13,"mediodía","semillas",15,17
"reinita amarilla","manglar",12.4,"blanco","reposo",8,"tarde","frutas",2.7,2
"pinzón costero","manglar",12.8,"verde","reposo",9,"tarde","néctar",5.3,6
"pinzón costero","bosque seco",11.4,"marrón","reposo",6,"tarde","néctar",2.9,5
"reinita amarilla","agrícola",9.7,"gris","vuelo",6,"mediodía","insectos",3.9,3
"tordo renegrido","manglar",12.6,"blanco","alimentación",1,"tarde","néctar",1,10
"pinzón costero","urbana",8.3,"verde","alimentación",10,"tarde","insectos",1,14
"tordo renegrido","agrícola",12.4,"amarillo","canto",20,"tarde","frutas",14.1,5
"reinita amarilla","manglar",12.5,"gris","reposo",9,"mediodía","semillas",9,6
"reinita amarilla","manglar",15.1,"blanco","canto",9,"mañana","insectos",15.1,5
"colibrí esmeralda","urbana",10.1,"verde","reposo",5,"mañana","semillas",4.8,14
"colibrí esmeralda","urbana",13,"verde","vuelo",4,"mañana","insectos",1,8
"reinita amarilla","bosque seco",10,"marrón","reposo",4,"mediodía","frutas",1,2
"pinzón costero","urbana",10.2,"marrón","vuelo",6,"tarde","frutas",3.7,12
"colibrí esmeralda","bosque seco",10.8,"gris","alimentación",7,"tarde","semillas",5.3,4
"tordo renegrido","urbana",11.2,"amarillo","reposo",4,"mañana","frutas",6.8,8
"mosquero tropical","urbana",9.4,"marrón","canto",16,"mañana","néctar",16,11
"pinzón costero","bosque seco",8.4,"marrón","vuelo",2,"mañana","insectos",6.7,5
"mosquero tropical","manglar",11.9,"marrón","vuelo",2,"mañana","néctar",1,4
"tordo renegrido","bosque seco",15.9,"amarillo","alimentación",3,"mediodía","insectos",7.5,3
"colibrí esmeralda","urbana",17.3,"verde","canto",21,"mediodía","néctar",7.9,10
"mosquero tropical","manglar",10.4,"gris","alimentación",4,"mediodía","frutas",7,6
"reinita amarilla","urbana",9.1,"gris","canto",13,"tarde","néctar",7.8,2
"tordo renegrido","urbana",16.1,"gris","alimentación",9,"mediodía","insectos",5.1,13
"tordo renegrido","urbana",12.9,"amarillo","alimentación",6,"mediodía","semillas",1,10
"mosquero tropical","urbana",12.2,"negro","canto",16,"tarde","semillas",15.3,11
"pinzón costero","urbana",16.8,"gris","canto",10,"mañana","insectos",17.4,11
"colibrí esmeralda","bosque seco",10.5,"amarillo","canto",20,"mañana","semillas",12.5,12
"tordo renegrido","bosque seco",11.9,"amarillo","canto",46,"tarde","frutas",33.9,9
"reinita amarilla","manglar",13.1,"blanco","vuelo",3,"mediodía","insectos",5,3
"colibrí esmeralda","agrícola",10.2,"negro","vuelo",6,"mañana","insectos",8.9,3
"reinita amarilla","urbana",11.2,"verde","alimentación",3,"mañana","insectos",6,9
"pinzón costero","agrícola",15,"verde","canto",14,"mañana","insectos",5.9,6
"mosquero tropical","agrícola",14.5,"blanco","canto",25,"mediodía","semillas",10.2,8
"pinzón costero","manglar",13.4,"negro","vuelo",4,"mañana","insectos",4.8,6
"colibrí esmeralda","agrícola",12.6,"amarillo","vuelo",3,"tarde","semillas",6.9,7
"tordo renegrido","urbana",11.3,"marrón","canto",20,"mediodía","semillas",12.4,8
"reinita amarilla","manglar",9.4,"gris","vuelo",9,"tarde","semillas",6.3,10
"mosquero tropical","urbana",11.1,"amarillo","alimentación",5,"mediodía","semillas",4.5,8
"colibrí esmeralda","manglar",14.1,"gris","alimentación",6,"mediodía","néctar",9.2,10
"colibrí esmeralda","manglar",14.4,"amarillo","canto",14,"tarde","insectos",11.6,3
"reinita amarilla","manglar",10,"amarillo","canto",16,"mediodía","semillas",14.3,11
"pinzón costero","urbana",14.4,"blanco","reposo",9,"mañana","insectos",4.8,12
"tordo renegrido","bosque seco",14.5,"gris","canto",14,"tarde","semillas",10.8,6
"pinzón costero","urbana",13.1,"marrón","canto",14,"mañana","frutas",12.2,9
"reinita amarilla","urbana",7.5,"negro","alimentación",4,"mañana","insectos",2.5,8
"pinzón costero","manglar",10.7,"gris","vuelo",7,"tarde","frutas",1.2,8
"colibrí esmeralda","agrícola",14.9,"gris","alimentación",4,"mediodía","néctar",1,6
"pinzón costero","bosque seco",10,"marrón","vuelo",3,"tarde","néctar",5.6,7
"mosquero tropical","manglar",13.5,"negro","canto",18,"mañana","néctar",12.5,6
"pinzón costero","bosque seco",11.4,"negro","alimentación",1,"mañana","frutas",1,4
"mosquero tropical","agrícola",11.1,"marrón","reposo",7,"mediodía","semillas",5.2,2
"mosquero tropical","agrícola",12.1,"gris","reposo",2,"mañana","frutas",3.4,3
"pinzón costero","bosque seco",14.5,"verde","alimentación",4,"mañana","insectos",2.9,8
"tordo renegrido","bosque seco",12.3,"amarillo","alimentación",7,"tarde","néctar",2.4,5
"colibrí esmeralda","bosque seco",13.9,"blanco","reposo",3,"mañana","frutas",1,9
"pinzón costero","agrícola",12.4,"blanco","alimentación",3,"mañana","insectos",7.4,6
"reinita amarilla","urbana",13.7,"amarillo","alimentación",4,"tarde","néctar",3.4,6
"reinita amarilla","manglar",13.7,"gris","canto",9,"mediodía","semillas",9.3,5
"tordo renegrido","urbana",12.8,"marrón","alimentación",6,"mañana","frutas",5.2,14
"tordo renegrido","urbana",13.3,"verde","canto",21,"mediodía","frutas",14.2,5
"pinzón costero","manglar",10.6,"blanco","canto",11,"tarde","frutas",9.8,5
"reinita amarilla","agrícola",12.6,"negro","reposo",6,"mediodía","insectos",5.1,8
"colibrí esmeralda","agrícola",11.5,"gris","alimentación",5,"mediodía","insectos",1,6
"colibrí esmeralda","urbana",11.7,"negro","vuelo",3,"mediodía","frutas",4.9,18
"mosquero tropical","agrícola",12.7,"amarillo","canto",10,"mediodía","néctar",11.3,6
"pinzón costero","bosque seco",11.5,"gris","alimentación",7,"tarde","insectos",3.8,7
"colibrí esmeralda","urbana",11.2,"negro","reposo",5,"mediodía","semillas",2.7,19
"mosquero tropical","manglar",5.9,"negro","alimentación",4,"tarde","frutas",7.3,5
"mosquero tropical","manglar",12.3,"negro","alimentación",3,"mediodía","néctar",3.9,5
"pinzón costero","urbana",9.3,"negro","reposo",5,"mañana","insectos",2.8,18
"colibrí esmeralda","manglar",14,"verde","vuelo",7,"tarde","néctar",7.6,7
"tordo renegrido","urbana",13.3,"blanco","alimentación",5,"mañana","insectos",1,12
"tordo renegrido","urbana",14.2,"blanco","canto",13,"mediodía","néctar",12.1,12
"mosquero tropical","agrícola",11.4,"negro","alimentación",3,"mediodía","frutas",5.5,5
